"","CodigoMateria","DescricaoIdentificacaoMateria","TipoConteudo","EmentaMateria","DataApresentacao","class_tematica"
"105",123827,"PLS 706/2015","Alteração","Altera a Lei nº 13.033, de 24 de setembro de 2014, para instituir a adoção da adição obrigatória de até 30% de biodiesel ao óleo diesel comercializado com o consumidor final até o ano 2040.","2015-10-28","Sustentabilidade e Energias Renováveis"
"106",123890,"PLS 712/2015","Alteração","Altera a Lei nº 12.187, de 29 de dezembro de 2009, para estabelecer meta de participação de fontes renováveis na matriz energética brasileira para o ano de 2040.","2015-11-03","Sustentabilidade e Energias Renováveis"
"107",123984,"PLS 733/2015","Alteração","Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre o novo Código Florestal brasileiro, para autorizar a inscrição no Cadastro Ambiental Rural – CAR, de forma individualizada, dos lotes de assentamentos da Reforma Agrária.","2015-11-10","Política Fundiária e Reforma Agrária"
"108",124351,"PLS 770/2015","Alteração","Acrescenta § 4º à Lei nº 9.433, de 8 de janeiro de 1997, para assegurar os recursos arrecadados sejam destinados a obras que tenham por finalidade a melhoria da quantidade e qualidade dos recursos hídricos da bacia hidrográfica.","2015-12-07","Recursos Hídricos"
"109",120576,"PLS 202/2015","Alteração","Altera a Lei nº 9.393, de 19 de dezembro de 1996, para prever isenção do Imposto sobre a Propriedade Territorial Rural (ITR) a imóvel rural localizado à margem do Rio São Francisco, dos seus afluentes e de suas nascentes em que esteja preservada ou em processo de recomposição a vegetação das áreas de preservação permanente de que trata o inciso I do art. 4º da Lei nº 12.651, de 25 de maio de 2012.","2015-04-08","Conservação da Natureza e Florestas"
"110",120625,"PLS 204/2015","Alteração","Altera o art. 54 da Lei nº 9.605, de 12 de fevereiro de 1998, para majorar a pena do crime de poluição de manancial de água.","2015-04-08","Crimes e Infrações Ambientais"
"111",120737,"PLS 221/2015","Alteração","Altera a Lei no 9.795, de 27 de abril de 1999, que “dispõe sobre a educação ambiental, institui a Política Nacional de Educação Ambiental e dá outras providências”, para incluir como objetivo fundamental da educação ambiental o estímulo a ações que promovam o uso sustentável dos recursos naturais e a educação ambiental como disciplina específica no ensino fundamental e médio, e a Lei no 9.394, de 20 de dezembro de 1996, que fixa as diretrizes e bases da educação, para tornar a educação ambiental disciplina obrigatória.","2015-04-15","Educação Ambiental"
"112",122035,"PLS 405/2015","Alteração","Altera o art. 3º da Lei nº 7.990, de 28 de dezembro de 1989, altera o art. 17 e inclui o art. 17-A, ambos da Lei nº 9.648 de 28 de maio de 1998, para aumentar a compensação financeira pela utilização de recursos hídricos destinada a estados em cujos territórios se localizar o aproveitamento hidrelétrico, e dá outras providências.","2015-06-30","Recursos Hídricos"
"113",122105,"PLS 428/2015","Criação","Institui a Política Nacional de Desmatamento Líquido Zero da Amazônia Legal e do Cerrado.","2015-07-02","Conservação da Natureza e Florestas"
"114",122532,"PLS 505/2015","Criação","Dispõe sobre os reservatórios de acumulação de recursos hídricos em rios de domínio dos Estados e da União.","2015-08-04","Recursos Hídricos"
"115",123360,"PLS 650/2015","Criação","Dispõe sobre a proteção e defesa do bem-estar dos animais e cria o Sistema Nacional de Proteção e Defesa do Bem-Estar dos Animais (SINAPRA); o Conselho Nacional de Proteção e Defesa do Bem-Estar dos Animais (CONAPRA); altera a redação do art. 2o da Lei no 7.173, de 14 de dezembro de 1983; altera a redação do art. 32 da Lei no 9.605, de 12 de fevereiro de 1998; acrescenta o § 4º ao art. 1o da Lei n o 11.794, de 8 de outubro de 2008, e revoga a Lei n o 10.519, de 17 de junho de 2002.","2015-09-29","Proteção aos Animais"
"116",124055,"PLS 741/2015","Alteração","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para determinar que as multas por infração ambiental, em situação de emergência ou estado de calamidade pública, provocados por desastres ambientais, sejam revertidas, em sua totalidade, para as regiões afetadas.","2015-11-17","Crimes e Infrações Ambientais"
"117",120078,"PLS 108/2015","Alteração","Altera a Lei nº 11.445, de 5 de janeiro de 2007, que estabelece diretrizes para o saneamento básico e dá outras providências, para criar incentivos ao uso moderado da água tratada e ao aproveitamento de águas pluviais e de reúso.","2015-03-12","Recursos Hídricos"
"118",123086,"PLS 595/2015","Criação","Dispõe sobre a proteção ambiental e a promoção do ecoturismo em Unidades de Conservação através da gestão compartilhada com hotéis-cassino autorizados à exploração de jogos de apostas, cria Contribuição de Intervenção no Domínio Econômico incidente sobre a operação de hotéis-cassino (Cide Verde), altera o Decreto-Lei nº 3.688, de 3 de outubro de 1941, e as Leis nºs 9.718, de 27 de novembro de 1998, e 11.516, de 28 de agosto de 2007.","2015-09-09","Conservação da Natureza e Florestas"
"119",124174,"PLS 752/2015","Alteração","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente.","2015-11-24","Crimes e Infrações Ambientais"
"120",124325,"PLS 767/2015","Alteração","Altera o art. 10 da Lei nº 6.938, de 31 de agosto de 1981, que dispõe sobre a Política Nacional do Meio Ambiente, seus fins e mecanismos de formulação e aplicação, e dá outras providências, e o art. 20 do Decreto-Lei nº 73, de 21 de novembro de 1966, que dispõe sôbre o Sistema Nacional de Seguros Privados, regula as operações de seguros e resseguros e dá outras providências, para instituir o seguro mínimo obrigatório ambiental.","2015-12-03","Política Fundiária e Reforma Agrária"
"121",119665,"PLS 24/2015","Criação","Dispõe sobre a obrigatoriedade da implantação de sistemas de coleta, armazenagem e uso de águas pluviais e de reúso de águas residuais em edificações executadas com recursos da União.","2015-02-10","Recursos Hídricos"
"122",120094,"PLS 115/2015","Alteração","Altera a Lei nº 12.651, de 25 de maio de 2012, para dispor sobre a concessão de incentivos fiscais e creditícios a pessoas físicas e jurídicas que promovam a exploração de florestas plantadas localizadas fora das Áreas de Preservação Permanente e de Reserva Legal.","2015-03-16","Conservação da Natureza e Florestas"
"123",120893,"PLS 244/2015","Alteração","Acrescenta os §§ 4º e 5º ao art. 7º da Lei nº 12.651, de 25 de maio de 2012 (Código Florestal), para dispor sobre termo de responsabilidade e prazo para a recomposição da vegetação em área de preservação permanente suprimida após 22 de julho de 2008.","2015-04-27","Conservação da Natureza e Florestas"
"124",121525,"PLS 324/2015","Criação","Institui obrigatoriedade para as novas construções, residenciais, comerciais, e industriais, público ou privado, a inclusão no projeto técnico da obra, item referente a captação de água da chuva e seu reuso não potável e dá outras providências.","2015-06-01","Recursos Hídricos"
"125",121524,"PLS 326/2015","Alteração","Altera o Art. 2º da Lei nº 9.433 de 08 de janeiro de 1997 que Institui a Política Nacional de Recursos Hídricos para incluir o aproveitamento de águas pluviais como um dos seus objetivos","2015-06-01","Recursos Hídricos"
"126",122549,"PLS 507/2015","Alteração","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para majorar a pena do crime previsto no art. 29 e criar o tipo penal de tráfico de animais silvestres e de plantas silvestres.","2015-08-05","Proteção aos Animais"
"127",122555,"PLS 509/2015","Alteração","Altera a Lei nº 11.952, de 25 de junho de 2009, para ampliar o alcance das ações de regularização fundiária das ocupações incidentes em terras situadas em áreas da União, no âmbito da Amazônia Legal.","2015-08-05","Política Fundiária e Reforma Agrária"
"128",123190,"PLS 620/2015","Alteração","Altera as Leis nº 9.433, de 8 de janeiro de 1997, nº 9.984, de 17 de julho de 2000, nº 9.636, de 15 de maio de 1998, nº 9.984, de 17 de julho de 2000, e nº 11.959, de 29 de junho de 2009, para disciplinar o processo de licenciamento de parques e áreas aquícolas de pequeno porte.","2015-09-16","Recursos Hídricos"
"129",119767,"PLS 51/2015","Alteração","Altera as Leis nº 11.445, de 5 de janeiro de 2007, que estabelece diretrizes nacionais para o saneamento básico; altera as Leis nº 6.766, de 19 de dezembro de 1979, 8.036, de 11 de maio de 1990, 8.666, de 21 de junho de 1993, 8.987, de 13 de fevereiro de 1995; revoga a Lei nº 6.528, de 11 de maio de 1978; e dá outras providências, e nº 10.257, de 10 de julho de 2001, que regulamenta os arts. 182 e 183 da Constituição Federal, estabelece diretrizes gerais da política urbana e dá outras providências, para instituir normas sobre o abastecimento de água por fontes alternativas.","2015-02-25","Recursos Hídricos"
"130",119846,"PLS 77/2015","Criação","Dispõe sobre a proteção, a regeneração e a utilização da Floresta Amazônica, patrimônio nacional conforme o § 4º do art. 225 da Constituição Federal, e dá outras providências.","2015-03-03","Conservação da Natureza e Florestas"
"131",119892,"PLS 86/2015","Criação","Institui normas gerais para a revitalização da bacia hidrográfica do rio São Francisco.","2015-03-04","Recursos Hídricos"
"132",120256,"PLS 143/2015","Alteração","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para prever critérios objetivos para a aplicação da pena à pessoa jurídica condenada por crime ambiental.","2015-03-24","Crimes e Infrações Ambientais"
"133",120957,"PLS 250/2015","Alteração","Altera as Leis nºs 9.433, de 8 de janeiro de 1997, 1.079, de 10 de abril de 1950, e 8.429, de 2 de junho de 1992, para vedar a transposição de águas de rios ou bacias hidrográficas sem a comprovação da prévia revitalização integral do rio ou da bacia doadora.","2015-04-29","Recursos Hídricos"
"134",121285,"PLS 287/2015","Alteração","Altera a redação do § 3º do art. 29 da Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa, para prorrogar o prazo de inscrição do imóvel rural no Cadastro Ambiental Rural – CAR.","2015-05-19","Política Fundiária e Reforma Agrária"
"135",121454,"PLS 317/2015","Criação","Dispõe sobre a obrigatoriedade de instalação de sistema de captação de energia solar e de sistema de captação, armazenamento e utilização de águas pluviais na construção de novos prédios públicos para a utilização em atividades que não necessitem de água potável.","2015-05-27","Recursos Hídricos"
"136",122694,"PLS 533/2015","Criação","Cria as unidades de acumulação de recursos hídricos em rios de domínio da Federação Brasileira. O CONGRESSO NACIONAL, decreta:","2015-08-13","Recursos Hídricos"
"137",124175,"PLS 753/2015","Alteração","Altera a Lei nº 11.445, de 5 de janeiro de 2007, para tornar obrigatória a implantação de sistemas de reúso direto não potável nas instalações e infraestruturas de abastecimento de água e de esgotamento sanitário construídas com recursos da União e para exigir a adequação de novas edificações nas localidades onde houver sistemas de reúso.","2015-11-24","Recursos Hídricos"
"138",124666,"PLS 6/2016","Alteração","Altera a Lei nº 12.651, de 25 de maio de 2012, para permitir o cômputo de florestas plantadas na área de reserva legal.","2016-02-02","Conservação da Natureza e Florestas"
"139",125742,"PLS 205/2016","Alteração","Altera os arts. 47 e 51 da Lei nº 12.351, de 22 de dezembro de 2010, para direcionar parte das aplicações do Fundo Social para programas e projetos de desenvolvimento de energias renováveis.","2016-05-16","Sustentabilidade e Energias Renováveis"
"140",127472,"PLS 414/2016","Alteração","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para determinar que não se aplicam às obras e aos serviços executados nas faixas de domínio das rodovias e ferrovias federais e nos portos federais já implantados as sanções da Lei de Crimes Ambientais","2016-11-16","Conservação da Natureza e Florestas"
"141",124937,"PLS 54/2016","Alteração","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências, para tornar crime ambiental o derramamento de chorume no solo ou nos recursos hídricos por caminhão de lixo.","2016-02-25","Crimes e Infrações Ambientais"
"142",126051,"PLS 234/2016","Criação","Dispõe sobre a obrigatoriedade da comprovação da procedência legal da madeira nativa utilizada nas obras, serviços e aquisições da Administração Pública.","2016-06-07","Empreendimentos Ambientais e Espaços Urbanos"
"143",125086,"PLS 79/2016","Alteração","Altera a redação do art. 71 da Lei nº 9.605, de 12 de fevereiro de 1998, que trata dos prazos do processo administrativo ambiental.","2016-03-09","Crimes e Infrações Ambientais"
"144",125687,"PLS 201/2016","Criação","Autoriza o controle populacional de espécies exóticas invasoras nocivas, estabelece condições para o consumo, a distribuição e a comercialização de produtos e subprodutos resultantes do abate desses animais e dá outras providências.","2016-05-05","Conservação da Natureza e Florestas"
"145",124665,"PLS 4/2016","Criação","Isenta da Contribuição para o Financiamento da Seguridade Social (COFINS) e da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (PIS/PASEP) a receita das operações com produtos reciclados plásticos.","2016-02-02","Resíduos Sólidos"
"146",124972,"PLS 58/2016","Alteração","Disciplina o abastecimento de água por fontes alternativas e altera as Leis nº 11.445, de 5 de janeiro de 2007, que estabelece diretrizes nacionais para o saneamento básico; nº 10.257, de 10 de julho de 2001, que regulamenta os arts. 182 e 183 da Constituição Federal, estabelece diretrizes gerais da política urbana; nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente e nº 9.433, de 8 de janeiro de 1997, que institui a Política Nacional de Recursos Hídricos.","2016-03-01","Recursos Hídricos"
"147",124805,"PLS 34/2016","Criação","Dispõe sobre a realização de auditorias ambientais compulsórias nos empreendimentos que desenvolvam atividades efetiva ou potencialmente poluidoras.","2016-02-17","Crimes e Infrações Ambientais"
"148",127044,"PLS 355/2016","Alteração","Altera o art. 10 da Lei nº 6.938, de 31 de Agosto de 1981, que dispõe sobre a Política Nacional do Meio Ambiente, seus fins e mecanismos de formulação e aplicação, e dá outras providências, para dispor sobre a contratação de seguro ambiental para o funcionamento de estabelecimentos e atividades de extração e tratamento de minerais sujeitos a licenciamento ambiental.","2016-10-04","Empreendimentos Ambientais e Espaços Urbanos"
"149",125942,"PLS 219/2016","Criação","Institui o dia 27 de outubro como o Dia Nacional de Proteção das Espécies em Extinção.","2016-05-31","Conservação da Natureza e Florestas"
"150",126842,"PLS 330/2016","Alteração","Altera a redação do art. 12 da Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa, para isentar imóveis rurais de novos assentamentos do Programa de Reforma Agrária, com até um módulo fiscal, da obrigatoriedade de constituição de reserva legal.","2016-09-08","Política Fundiária e Reforma Agrária"
"151",127088,"PLS 375/2016","Alteração","Altera a Lei nº 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos; altera a Lei nº 9.605, de 12 de fevereiro de 1998; e dá outras providências, para inserir medicamentos de uso humano e suas embalagens no rol de produtos para os quais é obrigatória a implementação de sistema de logística reversa.","2016-10-06","Resíduos Sólidos"
"152",127240,"PLS 384/2016","Alteração","Altera a Lei nº 8.629, de 25 de fevereiro de 1993, que dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal, para permitir ao assentado, mediante autorização do Incra, a exploração do potencial de energia eólica ou solar existente no imóvel.","2016-10-19","Política Fundiária e Reforma Agrária"
"153",127396,"PLS 402/2016","Alteração","Altera a Lei no 9.605, de 12 de fevereiro de 1998, para aumentar a pena para o crime de fabrico, venda, transporte e solta de balões incendiários.","2016-11-07","Sustentabilidade e Energias Renováveis"
"154",124747,"PLS 22/2016","Alteração","Altera a redação do art. 1º da Lei nº 8.072, de 25 de julho de 1990, para incluir no rol dos crimes hediondos a poluição ambiental com resultado morte, e o art. 54 da Lei nº 9.605, de 12 de fevereiro de 1998, para dobrar a pena se da poluição resultar morte.","2016-02-16","Crimes e Infrações Ambientais"
"155",125968,"PLS 222/2016","Criação","Institui a Política de Desenvolvimento Sustentável da Caatinga.","2016-05-31","Conservação da Natureza e Florestas"
"156",125966,"PLS 224/2016","Alteração","Altera a Lei nº 12.334, de 20 de setembro de 2010, para reforçar a efetividade da Política Nacional de Segurança de Barragens (PNSB), e a Lei nº 9.433, de 8 de janeiro de 1997, para dotar de novos instrumentos o Conselho Nacional de Recursos Hídricos (CNRH) no exercício de sua atribuição de zelar pela implementação da PNSB.","2016-05-31","Recursos Hídricos"
"157",126668,"PLS 313/2016","Criação","Autoriza a concessão de desconto do saldo devedor e ampliação do prazo de pagamento de operações de crédito rural contratadas no âmbito do Fundo de Terras e da Reforma Agrária e do Programa Nacional de Crédito Fundiário.","2016-08-11","Política Fundiária e Reforma Agrária"
"158",125507,"PLS 165/2016","Alteração","Acrescenta os arts. 28-A, 69-B e 76-A à Lei nº 9.605, de 12 de fevereiro de 1998.","2016-04-12","Crimes e Infrações Ambientais"
"159",131097,"PLS 376/2017","Criação","Dispõe sobre incentivos fiscais e econômicos aos produtores rurais da Amazônia Legal para a preservação, conservação e recuperação de cobertura florestal.","2017-10-03","Conservação da Natureza e Florestas"
"160",131907,"PLS 496/2017","Alteração","Altera os arts. 66, 67, 68 e 69-A da Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente.","2017-12-12","Crimes e Infrações Ambientais"
"161",128432,"PLS 67/2017","Criação","Institui normas gerais para a revitalização da bacia hidrográfica do rio Parnaíba.","2017-03-22","Recursos Hídricos"
"162",129058,"PLS 131/2017","Alteração","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para aumentar o valor mínimo das multas administrativas para infrações contra o meio ambiente, tipificar crimes contra a vegetação nativa não localizada em áreas protegidas e revogar a prevalência de multas administrativas ambientais dos estados, municípios, Distrito Federal e territórios sobre as multas da União.","2017-05-02","Conservação da Natureza e Florestas"
"163",128399,"PLS 63/2017","Alteração","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para agravar a pena para quem extrair recursos minerais sem a competente autorização, permissão, concessão ou licença, ou em desacordo com a obtida.","2017-03-21","Sustentabilidade e Energias Renováveis"
"164",128425,"PLS 65/2017","Alteração","Altera a Lei nº 9.433, de 8 de janeiro de 1997, para incluir a segurança hídrica no âmbito da Política Nacional de Recursos Hídricos.","2017-03-22","Recursos Hídricos"
"165",128429,"PLS 66/2017","Alteração","Altera a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar o controle social na prestação dos serviços de abastecimento de água potável.","2017-03-22","Recursos Hídricos"
"166",129298,"PLS 159/2017","Alteração","Altera a Lei nº 6.938, de 31 de agosto de 1981, que dispõe sobre a Política Nacional do Meio Ambiente, seus fins e mecanismos de formulação e aplicação e dá outras providências, para estabelecer direitos e salvaguardas à natureza entre os princípios e objetivos da Política Nacional do Meio Ambiente.","2017-05-29","Conservação da Natureza e Florestas"
"167",130192,"PLS 243/2017","Alteração","Altera a Lei nº 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos, para determinar que os fabricantes de produtos industrializados utilizem plásticos biodegradáveis como insumo.","2017-08-01","Resíduos Sólidos"
"168",131136,"PLS 381/2017","Criação","Dispõe sobre a regularização ambiental de imóveis com área de até 1 (um) módulo fiscal e para lotes de assentamentos da reforma agrária.","2017-10-05","Política Fundiária e Reforma Agrária"
"169",131523,"PLS 436/2017","Criação","Dispõe sobre os registros imobiliários com origem em títulos de alienação ou de concessão de terras devolutas expedidos pelo Estado do Tocantins, referentes a imóveis rurais situados na faixa de 100 quilômetros de largura em cada lado do eixo das rodovias federais e dá outras providencias.","2017-11-08","Política Fundiária e Reforma Agrária"
"170",131656,"PLS 454/2017","Alteração","Altera a Lei nº 8.723, de 28 de outubro de 1993, que dispõe sobre a redução de emissão de poluentes por veículos automotores e dá outras providências, para dispor sobre a vedação a comercialização e a circulação de automóveis movidos a combustíveis fósseis.","2017-11-21","Sustentabilidade e Energias Renováveis"
"171",131332,"PLS 403/2017","Criação","Institui o Programa de Restauração de Áreas Degradadas na Amazônia – Restaura Amazônia.","2017-10-24","Conservação da Natureza e Florestas"
"172",130848,"PLS 328/2017","Alteração","Altera a Lei nº 12.305, de 2 de agosto de 2010, que “institui a Política Nacional de Resíduos Sólidos; altera a Lei nº 9.605, de 12 de fevereiro de 1998; e dá outras providências”, para incluir como conteúdo obrigatório do Plano Nacional de Resíduos Sólidos a instituição do programa nacional de aproveitamento de resíduos sólidos.","2017-09-14","Resíduos Sólidos"
"173",131072,"PLS 369/2017","Alteração","Altera o § 1º do art. 4º da Lei no 7.827, de 27 de setembro de 1989, para destinar recursos dos Fundos Constitucionais de Financiamento a ações de revitalização de bacias hidrográficas localizadas nas áreas de atuação das Superintendências de Desenvolvimento Regional.","2017-10-03","Recursos Hídricos"
"174",128531,"PLS 75/2017","Alteração","Altera a Lei nº 12.305, de 2 de agosto de 2010, para incluir óleos e gorduras de uso culinário como produtos do sistema de logística reversa.","2017-03-29","Resíduos Sólidos"
"175",128654,"PLS 97/2017","Alteração","Altera a Lei nº 9.985, de 18 de julho de 2000, que regulamenta o art. 225, § 1o, incisos I, II, III e VII da Constituição Federal, institui o Sistema Nacional de Unidades de Conservação da Natureza, para estabelecer a necessidade de anuência do Estado para criação ou alteração de unidades de conservação em seu território.","2017-04-05","Conservação da Natureza e Florestas"
"176",131906,"PLS 495/2017","Alteração","Altera a Lei nº 9.433, de 8 de janeiro de 1997, para introduzir os mercados de água como instrumento destinado a promover alocação mais eficiente dos recursos hídricos.","2017-12-12","Recursos Hídricos"
"177",133434,"PLS 263/2018","Alteração","Altera as Leis nºs 6.360, de 23 de setembro de 1976, que dispõe sobre a vigilância sanitária a que ficam sujeitos os medicamentos, as drogas, os insumos farmacêuticos e correlatos, cosméticos, saneantes e outros produtos, e dá outras providências, e 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos, para vedar o uso de micropartículas de plástico na composição de produtos cosméticos, e para proibir a fabricação, a importação, a distribuição, ainda que a título gratuito, e a comercialização de sacolas plásticas para acondicionamento e transporte de mercadorias, bem como de utensílios plásticos descartáveis para consumo de alimentos e bebidas, com exceção dos fabricados com material integralmente biodegradável.","2018-05-28","Resíduos Sólidos"
"178",133783,"PLS 317/2018","Alteração","Altera a Lei nº 11.445, de 5 de janeiro de 2007, e a Lei nº 9.433, de 8 de janeiro de 1997, para incentivar a redução de perdas na distribuição de água tratada.","2018-06-26","Educação Ambiental"
"179",134055,"PLS 358/2018","Criação","Proíbe a venda de animais de estimação nas vias de circulação ou em ambiente público fora de estabelecimento comercial.","2018-08-08","Proteção aos Animais"
"180",132156,"PLS 29/2018","Alteração","Altera a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional de Meio Ambiente e dá outras providências, para acrescentar a prevenção, o combate e a remediação de desastres naturais ou de origem antrópica cuja autoria não puder ser identificada entre as ações prioritárias para aplicação dos recursos financeiros do Fundo Nacional de Meio Ambiente.","2018-02-06","Crimes e Infrações Ambientais"
"181",132458,"PLS 90/2018","Alteração","Altera a Lei nº 12.305, de 2 de agosto de 2010, para incluir no conteúdo mínimo do plano de gerenciamento de resíduos sólidos a destinação de materiais recicláveis descartados a cooperativas de catadores ou organizações da sociedade civil que tenham por finalidade o aproveitamento econômico desses materiais.","2018-03-07","Resíduos Sólidos"
"182",133766,"PLS 312/2018","Alteração","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para impedir a contratação com o Poder Público e a obtenção ou renovação de licença ambiental enquanto não extinta a obrigação de indenizar as vítimas do dano ambiental.","2018-06-26","Empreendimentos Ambientais e Espaços Urbanos"
"183",134061,"PLS 361/2018","Alteração","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências, para disciplinar medidas administrativas, procedimentos de destinação de bens aprendidos e sanções administrativas.","2018-08-08","Crimes e Infrações Ambientais"
"184",133065,"PLS 208/2018","Alteração","Redefine o traçado do Parque de São Joaquim e altera seu nome para ""Parque Nacional da Serra Catarinense"".","2018-04-25","Empreendimentos Ambientais e Espaços Urbanos"
"185",133684,"PLS 302/2018","Alteração","Altera a Lei nº 12.305, de 2 de agosto de 2010, e a Lei nº 10.865, de 30 de abril de 2004, para incentivar empresas que produzem biogás, metano e energia elétrica a partir de resíduos sólidos em aterros sanitários.","2018-06-19","Resíduos Sólidos"
"186",132460,"PLS 95/2018","Alteração","Altera a Lei nº 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos, para dispor que os municípios com população superior a 300.000 (trezentos mil) habitantes devem instalar e manter pelo menos uma usina de tratamento de resíduos sólidos urbanos.","2018-03-07","Resíduos Sólidos"
"187",132865,"PLS 168/2018","Criação","Regulamenta o licenciamento ambiental previsto no inciso IV do § 1º do art. 225 da Constituição Federal e dispõe sobre a avaliação ambiental estratégica.","2018-04-10","Empreendimentos Ambientais e Espaços Urbanos"
"188",133890,"PLS 331/2018","Alteração","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências, para estabelecer, como medida a ser preferencialmente adotada, a conversão de multa simples em serviços de preservação, melhoria e recuperação da qualidade do meio ambiente nos casos que especifica.","2018-07-10","Crimes e Infrações Ambientais"
"189",134695,"PLS 458/2018","Alteração","Altera a Lei nº 6.938, de 31 de agosto de 1981, que dispõe sobre a Política Nacional do Meio Ambiente, seus fins e mecanismos de formulação e aplicação, e dá outras providências, para institucionalizar o aproveitamento, no âmbito do licenciamento ambiental, de dados levantados em estudos de impacto ambiental anteriores para empreendimentos licenciados em uma mesma área geográfica.","2018-11-27","Empreendimentos Ambientais e Espaços Urbanos"
"190",134725,"PLS 465/2018","Alteração","Altera os limites do Parque Nacional dos Lençóis Maranhenses.","2018-11-28","Empreendimentos Ambientais e Espaços Urbanos"
"191",132454,"PLS 93/2018","Alteração","Altera a Lei nº 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos, para determinar que os fabricantes, importadores, distribuidores e comerciantes de produtos industrializados sejam obrigados a estabelecer sistemas de logística reversa e reciclagem no prazo de cinco anos.","2018-03-07","Resíduos Sólidos"
"192",132837,"PLS 161/2018","Alteração","Altera a Lei nº 11.445, de 5 de janeiro de 2007, que estabelece diretrizes nacionais para o saneamento básico; altera as Leis nos 6.766, de 19 de dezembro de 1979, 8.036, de 11 de maio de 1990, 8.666, de 21 de junho de 1993, 8.987, de 13 de fevereiro de 1995; revoga a Lei no6.528, de 11 de maio de 1978; e dá outras providências, para instituir o bônus-desconto aos usuários pela redução do consumo de água.","2018-04-05","Recursos Hídricos"
"193",134199,"PLS 365/2018","Criação","Institui normas gerais para a revitalização da bacia hidrográfica do rio Taquari.","2018-09-04","Recursos Hídricos"
"194",134204,"PLS 382/2018","Criação","Proíbe a produção, importação, exportação, comercialização e distribuição de sacolas plásticas.","2018-09-04","Resíduos Sólidos"
"195",132457,"PLS 92/2018","Criação","Dispõe sobre a obrigatoriedade da utilização de materiais biodegradáveis na composição de utensílios descartáveis destinados ao acondicionamento  e ao manejo de alimentos prontos para o consumo.","2018-03-07","Resíduos Sólidos"
"196",133017,"PLS 194/2018","Criação","Dispõe sobre a utilização e proteção da vegetação nativa dos Campos de Altitude associados ou abrangidos pelo bioma Mata Atlântica.","2018-04-23","Conservação da Natureza e Florestas"
"197",133347,"PLS 247/2018","Criação","Transforma a Reserva Biológica de Santa Isabel, criada pelo Decreto no 96.999, de 20 de outubro de 1988, em Parque Nacional de Santa Isabel.","2018-05-22","Empreendimentos Ambientais e Espaços Urbanos"
"198",134285,"PLS 401/2018","Criação","Define novos limites para a Floresta Nacional de Brasília.","2018-10-09","Empreendimentos Ambientais e Espaços Urbanos"
"199",134313,"PLS 407/2018","Criação","Define os limites da Floresta Nacional de Brasília.","2018-10-16","Empreendimentos Ambientais e Espaços Urbanos"
"200",134869,"PLS 521/2018","Alteração","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para determinar que não se aplicam às obras e aos serviços executados nas faixas de domínio das rodovias e ferrovias federais e nos portos federais já implantados as sanções da Lei de Crimes Ambientais","2018-12-11","Conservação da Natureza e Florestas"
