"","X.1","X","CodigoMateria","AnoMateria","DescricaoIdentificacaoMateria","IndicadorTramitando","EmentaMateria","ExplicacaoEmentaMateria","IndexacaoMateria","Autor","DataApresentacao","DataLeitura","CodigoNatureza","NomeNatureza","DescricaoNatureza","Codigo_especifico","Descricao_especifica","Codigo_geral","Descricao_geral","NaturezaMateria","ApelidoMateria","ObservacaoMateria","CodMateriaSucessoraNoSenado","CodigoClasseConcat","DescricaoClasseConcat","DescricaoClasseHiearConcat","amostra_meioamb","Subtemas","TipoIniciativa","IndexacaoAjustada2","TipoConteudo"
"92",2449,2449,119619,2015,"PLS 13/2015","Não","Altera a Lei nº 9.433, de 8 de janeiro de 1997, (Política Nacional de Recursos Hídricos) e a Lei nº 11.445, de 5 de janeiro de 2007 (Lei de Saneamento Básico) para promover o uso de fontes alternativas de abastecimento de água.","Altera as Leis nºs 9.433/97 (Política Nacional de Recursos Hídricos) e  11.445/2007 (Lei do Saneamento Básico) para promover o uso de fontes alternativas de abastecimento de água, como água de chuva e reuso de água.","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, RECURSOS HIDRICOS, SANEAMENTO BASICO, ABASTECIMENTO DE AGUA, FONTE, ALTERNATIVA, DIVERSIFICAÇÃO, REUTILIZAÇÃO, CHUVA, AGUAS PLUVIAIS, CONSUMO, MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Humberto Costa (PT/PE)","2015-02-04","2015-02-04",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, RECURSO","Alteração"
"93",2489,2489,122192,2015,"PLS 444/2015","Não","Altera a Lei nº 11.445, de 5 de janeiro de 2007, para instituir como direito da população o acesso a relatórios periódicos sobre o nível dos reservatórios de água para abastecimento público e outros dados relativos à segurança hídrica.","Altera a Lei de Saneamento Básico (Lei nº 1.445/2007), para tornar obrigatória a divulgação de relatórios periódicos sobre o nível dos reservatórios de água e outros dados relativos à segurança hídrica.","ALTERAÇÃO, LEI FEDERAL, LEI DE SANEAMENTO BASICO, PUBLICIDADE, INFORMAÇÕES, AGUA, RECURSOS HIDRICOS, NIVEL, RESERVATORIO, SEGURANÇA, ABASTECIMENTO DE AGUA.
","Senador Jorge Viana (PT/AC)","2015-07-07","2015-07-07",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE SANEAMENTO BASICO, ","Alteração"
"94",2509,2509,123044,2015,"PLS 587/2015","Não","Altera a Lei nº 9.433, de 8 de janeiro de 1997, para incluir nos Planos de Recursos Hídricos a promoção de campanhas educacionais periódicas para estimular o uso racional da água.","Altera a Lei nº 9.433/97, que institui a Política Nacional de Recursos Hídricos, para incluir nos Planos de Recursos Hídricos a promoção de campanhas educacionais periódicas para estimular o uso racional da água.","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, RECURSOS HIDRICOS, INCLUSÃO, CAMPANHA EDUCACIONAL, RACIONALIZAÇÃO, UTILIZAÇÃO, AGUA. CORRELAÇÃO, MEIO AMBIENTE.","Senador José Agripino (DEM/RN)","2015-09-08","2015-09-08",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, RECURSO","Alteração"
"95",2514,2514,123276,2015,"PLS 631/2015","Não","Institui o Estatuto dos Animais e altera a redação do art. 32 da Lei no 9.605, de 12 de fevereiro de 1998.","Institui o estatuto de proteção dos animais, considerando-a como interesse difuso, estabelece o direito à proteção à vida e ao bem-estar, a vedação de práticas e atividades que se configurem como cruéis ou danosas da integridade física e mental, tipifica os maus–tratos e dispõe sobre infrações e penalidades.","CRIAÇÃO, LEI FEDERAL, ESTATUTO, ANIMAL, FAUNA. DEVERES, PROTEÇÃO, COMBATE, MAUS TRATOS. INFRAÇÃO, SANÇÃO. ALTERAÇÃO, LEI DE CRIMES AMBIENTAIS, DIREITO PENAL, AUMENTO, PENA, CRIME, ABUSO, MAUS TRATOS. MEIO AMBIENTE.","Senador Marcelo Crivella (REPUBLICANOS/RJ)","2015-09-23","2015-09-23",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, ESTATUTO, ANIMAL, FAUNA. DEV","Criação"
"96",2517,2517,123372,2015,"PLS 654/2015","Não","Dispõe sobre o procedimento de licenciamento ambiental especial para empreendimentos de infraestrutura considerados estratégicos e de interesse nacional.","Cria o licenciamento ambiental especial, procedimento administrativo específico destinado a licenciar empreendimentos de infraestrutura estratégicos.","CRIAÇÃO, LEI FEDERAL, MEIO AMBIENTE, PROCEDIMENTO, PROCESSO, LICENCIAMENTO, LICENÇA AMBIENTAL, SIMPLIFICAÇÃO, PROJETO, INFRAESTRUTURA, INTERESSE NACIONAL, AREA ESTRATEGICA, DESENVOLVIMENTO NACIONAL, SUSTENTABILIDADE, DESENVOLVIMENTO SUSTENTAVEL, REDUÇÃO, DESIGUALDADE REGIONAL, DESIGUALDADE SOCIAL. OBRAS, SISTEMA VIARIO, HIDROVIA, FERROVIA, AEROVIA, PORTOS, RECURSOS ENERGETICOS, ENERGIA, TELECOMUNICAÇÃO, EXPLORAÇÃO, RECURSOS NATURAIS, ESTUDO TECNICO, IMPACTO AMBIENTAL, ACESSO, INFORMAÇÕES, TRANSPARENCIA ADMINISTRATIVA.","Senador Romero Jucá (MDB/RR)","2015-09-29","2015-09-29",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, MEIO AMBIENTE, PROCEDIMENTO,","Criação"
"97",2520,2520,123558,2015,"PLS 677/2015","Não","Institui o Estatuto dos Animais, altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências.","Institui o Estatuto dos Animais, destinado a garantir a proteção da vida e o bem-estar dos animais, tendo como princípio a evitação da dor, do sofrimento ou de danos desnecessários, aplicando-se a todos os animais vertebrados, incluindo os domésticos, silvestres e de produção. Disciplina condições reprodutivas artificiais, transporte, abate e rastreabilidade de animais, bem como a bovinocultura, a suinocultura e a avicultura. Altera a Lei de Crimes Ambientais, para aumentar pena em crime contra a fauna.","CRIAÇÃO, LEI FEDERAL, ESTATUTO, ANIMAL, FAUNA. COMBATE, MAUS TRATOS. ABATE, TRANSPORTE, ATIVIDADE PECUARIA. BOVINO, BOVINOCULTURA, SUINO, SUINOCULTURA, AVE, AVICULTURA. PENALIDADE. ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, DEFINIÇÃO, TIPICIDADE, CRIME. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Wellington Fagundes (PL/MT)","2015-10-07","2015-10-07",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, ESTATUTO, ANIMAL, FAUNA. COM","Criação"
"98",2522,2522,123822,2015,"PLS 705/2015","Não","Altera a redação do § 7º do art. 12 da Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa; altera as Leis nos 6.938, de 31 de agosto de 1981, 9.393, de 19 de dezembro de 1996, e 11.428, de 22 de dezembro de 2006; revoga as Leis nos 4.771, de 15 de setembro de 1965, e 7.754, de 14 de abril de 1989, e a Medida Provisória no 2.166-67, de 24 de agosto de 2001; e dá outras providências, para excluir da obrigatoriedade da reserva legal as áreas nas quais funcionem empreendimentos de geração de energia elétrica de fonte eólica ou solar.","Altera o Código Florestal, para estender a não exigência de Reserva Legal relativa às áreas adquiridas ou desapropriadas por detentor de concessão, permissão ou autorização para exploração de potencial de energia hidráulica, passando a abranger as hipóteses de áreas arrendadas e de exploração de energia solar ou eólica.","ALTERAÇÃO, LEI FEDERAL, CODIGO FLORESTAL, AUSENCIA, EXIGIBILIDADE, RESERVA LEGAL, PROPRIEDADE, TERRENO, UTILIZAÇÃO, CONCESSIONARIA, ENERGIA ELETRICA, ENERGIA SOLAR, ENERGIA EOLICA. CORRELAÇÃO, ENERGIA RENOVAVEL, FONTE ALTERNATIVA DE ENERGIA, MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Otto Alencar (PSD/BA)","2015-10-28","2015-10-28",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, CODIGO FLORESTAL, AUSENCIA","Alteração"
"99",2523,2523,123985,2015,"PLS 734/2015","Não","Altera a Lei nº 8.629, de 25 de fevereiro de 1993, que dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal, para tratar da medição e demarcação de lotes distribuídos para fins de reforma agrária e para ampliar a gratuidade da alienação desses imóveis cujas áreas não ultrapassem dois módulos fiscais.","Altera a Lei da Reforma Agrária (Lei nº 8.629/1993) para aumentar de um para dois módulos fiscais o limite da gratuidade da alienação ao assentado, e para contemplar, em vez do momento da titulação do imóvel, o tempo de efetiva homologação da condição de assentado nas cláusulas resolutivas que limitam o direito a propriedade.","ALTERAÇÃO, LEI FEDERAL, REFORMA AGRARIA, CUSTO, DEMARCAÇÃO, AUMENTO, LIMITAÇÃO, GRATUIDADE, ALIENAÇÃO, TITULARIDADE, TITULO DE PROPRIEDADE, IMOVEL, CRITERIOS.  .","Senador Wellington Fagundes (PL/MT)","2015-11-10","2015-11-10",11,"NORMA_GERAL","Norma Geral",115,"Política fundiária e reforma agrária",82,"Econômico",NA,"","",NA,"33805077","Política Fundiária e Reforma Agrária","Economia e Desenvolvimento / Política Fundiária e Reforma Agrária",1,"Política Fundiária e Reforma Agrária","Individual","ALTERAÇÃO, LEI FEDERAL, REFORMA AGRARIA, CUSTO, DE","Alteração"
"100",2530,2530,119621,2015,"PLS 15/2015","Não","Altera a Lei nº 11.977, de 7 de julho de 2009, que dispõe sobre o Programa Minha Casa, Minha Vida – PMCMV e a regularização fundiária de assentamentos localizados em áreas urbanas; altera o Decreto-Lei nº 3.365, de 21 de junho de 1941, as Leis nºs 4.380, de 21 de agosto de 1964, 6.015, de 31 de dezembro de 1973, 8.036, de 11 de maio de 1990, e 10.257, de 10 de julho de 2001, e a Medida Provisória nº 2.197-43, de 24 de agosto de 2001; e dá outras providências, para determinar a exigência de sistemas de captação de águas pluviais.","Altera a Lei nº 11.977/2009 (Programa Minha Casa, Minha Vida) para exigir nos empreendimentos do Programa Nacional de Habitação Urbana – PNHU a adequação ambiental do projeto, atendida, sem prejuízo de outros fatores, a obrigatoriedade da implantação de sistemas de coleta, armazenagem e uso de águas pluviais.","ALTERAÇÃO, LEI FEDERAL, RECURSOS HIDRICOS, AGUA, LEI DO PROGRAMA MINHA CASA MINHA VIDA, (PMCMV), REGULARIZAÇÃO, ASSENTAMENTO POPULACIONAL, ZONA URBANA, SISTEMA, COLETA, ARMAZENAGEM, UTILIZAÇÃO, AGUAS PLUVIAIS, FONTE, ALTERNATIVA. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Ivo Cassol (PP/RO)","2015-02-04","2015-02-04",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","ALTERAÇÃO, LEI FEDERAL, RECURSOS HIDRICOS, AGUA, L","Alteração"
"101",2550,2550,120763,2015,"PLS 228/2015","Não","Altera a Lei nº 12.787, de 11 de janeiro de 2013, para incluir na Política Nacional de Irrigação a promoção do uso racional dos recursos hídricos.","Altera a Lei nº 12.787/2013 (Política Nacional de Irrigação), para incluir a aferição e o uso racional da água nos Planos de Irrigação, nos Projetos Públicos de Irrigação implantados diretamente pelo poder público e entre os objetivos da Política Nacional de Irrigação.","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, IRRIGAÇÃO, RACIONALIZAÇÃO, UTILIZAÇÃO, RECURSOS HIDRICOS, AGUA. AGRICULTURA, ATIVIDADE AGRICOLA, MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Wilder Morais (DEM/GO)","2015-04-15","2015-04-15",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, IRRIGAÇ","Alteração"
"102",2551,2551,120777,2015,"PLS 232/2015","Não","Altera a Lei nº 7.661, de 16 de maio de 1988, para incluir como diretriz do Plano Nacional de Gerenciamento Costeiro o controle da erosão marítima e fluvial.","Altera a redação do art. 5º da Lei nº 7.661/88, para incluir como diretriz do Plano Nacional de Gerenciamento Costeiro o controle da erosão marítima e fluvial.","ALTERAÇÃO, LEI FEDERAL, (PNGC), INCLUSÃO, ACRESCIMO, DIRETRIZ, CONTROLE, PREVENÇÃO, EROSÃO, ORLA MARITIMA, VIA MARITIMA, VIA FLUVIAL, ZONA COSTEIRA, MEIO AMBIENTE, SUSTENTABILIDADE, DESENVOLVIMENTO SUSTENTAVEL.","Senador Fernando Bezerra Coelho (PSB/PE)","2015-04-16","2015-04-16",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, (PNGC), INCLUSÃO, ACRESCIM","Alteração"
"103",2554,2554,120890,2015,"PLS 243/2015","Não","Altera o art. 38 e 38-A da Lei nº 9.605, de 12 de fevereiro de 1998, para majorar a pena do crime de destruição ou danificação de floresta em área de preservação permanente, bem como para tipificar o crime de destruição ou danificação da vegetação da Amazônia Legal.","Altera o art. 38 da Lei nº 9.605/98 (Lei dos crimes ambientais), para aumentar a pena do crime de destruição ou danificação de floresta em área de preservação permanente, de detenção de um a três anos ou multa, para reclusão de dois a quatro anos e multa; estende à Amazônia Legal o âmbito de aplicação do crime de destruição ou danificação da vegetação em estado de regeneração, tipificado no art. 38-A da mesma lei.","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, DIREITO PENAL, AUMENTO, AMPLIAÇÃO, PENA DE RECLUSÃO, CRIME CONTRA O MEIO AMBIENTE, FLORESTA, DESTRUIÇÃO, AREA DE PROTECÃO AMBIENTAL, TIPICIDADE, AMAZONIA LEGAL, MATA ATLANTICA. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Valdir Raupp (MDB/RO)","2015-04-27","2015-04-27",11,"NORMA_GERAL","Norma Geral",130,"Direito penal e processual penal",83,"Jurídico",NA,"","",NA,"33809799","Crimes e Infrações Ambientais","Meio Ambiente / Crimes e Infrações Ambientais",1,"Crimes e Infrações Ambientais","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, ","Alteração"
"104",2561,2561,121398,2015,"PLS 304/2015","Não","Dispõe sobre a obrigatoriedade da instalação de “Terraço Verde” nos locais que especifica e dá outras providências.","Dispõe que as edificações com mais de três pavimentos, em cidades com mais de quinhentos mil habitantes, adotarão sistema de cobertura mediante a aplicação de vegetação capaz de absorver o escoamento superficial das águas pluviais e diminuir as ilhas de calor (Terraço Verde), observadas as condições e prescrições técnicas que estabelece.","CRIAÇÃO, LEI FEDERAL, OBRIGATORIEDADE, INSTALAÇÃO, EDIFICIO, PREDIO, PREDIO URBANO, IMOVEL RESIDENCIAL, IMOVEL COMERCIAL, CARACTERISTICA, CIDADE, NUMERO, HABITANTE, DESTINAÇÃO, APARTAMENTO, AREA DE USO COMUM. DEFINIÇÃO, SISTEMA, COBERTURA, APLICAÇÃO, VEGETAÇÃO, SUPERFICIE, TELHA, DRENAGEM, ABSORÇÃO, ESCOAMENTO, REDUÇÃO, CALOR. INCLUSÃO, EDIFICIO, CARATER PUBLICO. INSTALAÇÃO, OBEDIENCIA, PROCEDIMENTO, REGULAMENTAÇÃO. ESPECIFICAÇÃO, AUTORIZAÇÃO, ENGENHEIRO, ARQUITETO, CREDENCIAMENTO, EMPRESA, ORGÃO PUBLICO, ORGÃO REGIONAL. ELABORAÇÃO, PROJETO, PROCEDIMENTO. FACULTATIVIDADE, ENTE FEDERADO, MUNICIPIOS, CONCESSÃO, INCENTIVO FISCAL, ISENÇÃO FISCAL, PROPRIETARIO, EDIFICIO, CONDOMINIO. OBEDIENCIA, REGULAMENTAÇÃO, MUNICIPIOS, DETALHAMENTO, EXECUÇÃO, LEI ORGANICA, CODIGO DE OBRAS, PLANO DIRETOR. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Davi Alcolumbre (DEM/AP)","2015-05-26","2015-05-26",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, OBRIGATORIEDADE, INSTALAÇÃO,","Criação"
"105",2612,2612,123827,2015,"PLS 706/2015","Não","Altera a Lei nº 13.033, de 24 de setembro de 2014, para instituir a adoção da adição obrigatória de até 30% de biodiesel ao óleo diesel comercializado com o consumidor final até o ano 2040.","Altera a Lei 13.033/2014, para estabelecer aumento progressivo do percentual de adição obrigatória de biodiesel ao óleo diesel comercializado com o consumidor final, até atingir 30% em 1º de janeiro de 2040.","ALTERAÇÃO, LEI FEDERAL, AUMENTO, PERCENTAGEM, ACRESCIMO, ADIÇÃO, BIODIESEL, COMERCIALIZAÇÃO, OLEO DIESEL. ENERGIA RENOVAVEL, FONTE ALTERNATIVA DE ENERGIA, MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Cristovam Buarque (PDT/DF)","2015-10-28","2015-10-28",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, AUMENTO, PERCENTAGEM, ACRE","Alteração"
"106",2615,2615,123890,2015,"PLS 712/2015","Não","Altera a Lei nº 12.187, de 29 de dezembro de 2009, para estabelecer meta de participação de fontes renováveis na matriz energética brasileira para o ano de 2040.","Altera a Lei nº 12.187, de 29 de dezembro de 2009, para estabelecer meta de participação de fontes renováveis na matriz energética brasileira para o ano de 2040","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, MUDANÇA CLIMATICA, AQUECIMENTO GLOBAL, EFEITO ESTUFA, MEIO AMBIENTE, SUSTENTABILIDADE, DESENVOLVIMENTO SUSTENTAVEL, RECURSOS ENERGETICOS, ENERGIA, INCENTIVO, FONTE ALTERNATIVA DE ENERGIA, ENERGIA RENOVAVEL.","Senador Cristovam Buarque (PDT/DF)","2015-11-03","2015-11-03",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, MUDANÇA","Alteração"
"107",2617,2617,123984,2015,"PLS 733/2015","Não","Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre o novo Código Florestal brasileiro, para autorizar a inscrição no Cadastro Ambiental Rural – CAR, de forma individualizada, dos lotes de assentamentos da Reforma Agrária.","Autoriza a inscrição no Cadastro Ambiental Rural – CAR de forma individualizada, dos lotes de assentamentos da Reforma Agrária.","ALTERAÇÃO, LEI FEDERAL, CODIGO FLORESTAL, INSCRIÇÃO, CADASTRO, IMOVEL RURAL, REFORMA AGRARIA.","Senador Wellington Fagundes (PL/MT)","2015-11-10","2015-11-10",11,"NORMA_GERAL","Norma Geral",115,"Política fundiária e reforma agrária",82,"Econômico",NA,"","",NA,"33805077","Política Fundiária e Reforma Agrária","Economia e Desenvolvimento / Política Fundiária e Reforma Agrária",1,"Política Fundiária e Reforma Agrária","Individual","ALTERAÇÃO, LEI FEDERAL, CODIGO FLORESTAL, INSCRIÇÃ","Alteração"
"108",2622,2622,124351,2015,"PLS 770/2015","Não","Acrescenta § 4º à Lei nº 9.433, de 8 de janeiro de 1997, para assegurar os recursos arrecadados sejam destinados a obras que tenham por finalidade a melhoria da quantidade e qualidade dos recursos hídricos da bacia hidrográfica.","Altera a Lei nº 9.433/97, que institui a Política Nacional de Recursos Hídricos, para acrescentar o § 4º ao art. 22 da referida lei, a fim de estabelecer que no financiamento de estudos, programas, projetos e obras incluídos nos Planos de Recursos deverá ser observado o percentual mínimo de aplicação dos recursos em obras que tenham por finalidade a melhoria da quantidade e qualidade dos recursos hídricos da bacia hidrográfica.","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, RECURSOS HIDRICOS, VINCULAÇÃO, PERCENTAGEM, RECURSOS FINANCEIROS, ARRECADAÇÃO, DESTINAÇÃO, OBRAS, OBRA DE ENGENHARIA, MELHORIA, QUALIDADE, QUANTIDADE, RECURSOS HIDRICOS, AGUA, BACIA HIDROGRAFICA.","Comissão de Meio Ambiente","2015-12-07","2015-12-07",NA,"","",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Coletiva","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, RECURSO","Alteração"
"109",2653,2653,120576,2015,"PLS 202/2015","Não","Altera a Lei nº 9.393, de 19 de dezembro de 1996, para prever isenção do Imposto sobre a Propriedade Territorial Rural (ITR) a imóvel rural localizado à margem do Rio São Francisco, dos seus afluentes e de suas nascentes em que esteja preservada ou em processo de recomposição a vegetação das áreas de preservação permanente de que trata o inciso I do art. 4º da Lei nº 12.651, de 25 de maio de 2012.","Altera o art. 3º da Lei nº 9.393/1996 (Lei do ITR), para isentar do Imposto sobre a Propriedade Territorial Rural – ITR os imóveis à margem do Rio São Francisco, seus afluentes e nascentes, em que esteja preservada ou em processo de recomposição a vegetação das áreas de preservação permanente referidas na Lei nº 12.651/2012 (Código Florestal) como faixas marginais de curso d’água.","ALTERAÇÃO, LEI FEDERAL, LEI DO ITR, TRIBUTAÇÃO, TRIBUTOS, IMPOSTOS, IMPOSTO TERRITORIAL RURAL, ISENÇÃO FISCAL, DESONERAÇÃO TRIBUTARIA, BENEFICIO FISCAL, IMOVEL RURAL, LOCALIZAÇÃO, MARGEM, RIO SÃO FRANCISCO, BACIA HIDROGRAFICA, AREA DE PROTECÃO AMBIENTAL, RECUPERAÇÃO.","Senador Otto Alencar (PSD/BA)","2015-04-08","2015-04-08",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DO ITR, TRIBUTAÇÃO, TR","Alteração"
"110",2654,2654,120625,2015,"PLS 204/2015","Não","Altera o art. 54 da Lei nº 9.605, de 12 de fevereiro de 1998, para majorar a pena do crime de poluição de manancial de água.","Altera o art. 54 da Lei nº 9.605/98 (Lei dos crimes ambientais), para tipificar o crime de poluição de manancial de água, com pena de reclusão, de dois a cinco anos, e multa, aumentada para reclusão, de três a seis anos, e multa, quando a poluição causar a interrupção do abastecimento público de água.","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, DIREITO PENAL, CRIME CONTRA O MEIO AMBIENTE, QUALIFICAÇÃO, CRIME, POLUIÇÃO, AGUA, RECURSOS HIDRICOS, ABASTECIMENTO DE AGUA, AUMENTO, AMPLIAÇÃO, PENA DE RECLUSÃO, IMPACTO AMBIENTAL, MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Acir Gurgacz (PDT/RO)","2015-04-08","2015-04-08",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, ","Alteração"
"111",2659,2659,120737,2015,"PLS 221/2015","Não","Altera a Lei no 9.795, de 27 de abril de 1999, que “dispõe sobre a educação ambiental, institui a Política Nacional de Educação Ambiental e dá outras providências”, para incluir como objetivo fundamental da educação ambiental o estímulo a ações que promovam o uso sustentável dos recursos naturais e a educação ambiental como disciplina específica no ensino fundamental e médio, e a Lei no 9.394, de 20 de dezembro de 1996, que fixa as diretrizes e bases da educação, para tornar a educação ambiental disciplina obrigatória.","Altera as Leis nos 9.795/99, que dispõe sobre a educação ambiental, institui a Política Nacional de Educação Ambiental, para incluir como objetivo fundamental da educação ambiental o estímulo a ações que promovam o uso sustentável dos recursos naturais, além de inserir a educação ambiental como disciplina específica no ensino fundamental e médio, e 9.394/96, que fixa as diretrizes e bases da educação, para tornar a educação ambiental disciplina obrigatória.","ALTERAÇÃO, LEI FEDERAL, EDUCAÇÃO, MEIO AMBIENTE, SUSTENTABILIDADE, DESENVOLVIMENTO SUSTENTAVEL, RECURSOS NATURAIS, RECICLAGEM. ALTERAÇÃO, LEI DE DIRETRIZES E BASES DA EDUCAÇÃO NACIONAL, LEI DARCY RIBEIRO, OBRIGATORIEDADE, INCLUSÃO, DISCIPLINA ESCOLAR, CURRICULO MINIMO, ENSINO FUNDAMENTAL, ENSINO MEDIO.","Senador Cássio Cunha Lima (PSDB/PB)","2015-04-15","2015-04-15",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, EDUCAÇÃO, MEIO AMBIENTE, S","Alteração"
